,P0,P0,P0,P0,P0,P0,P0,P0,P0,P0,P0,P0,P0,SC0,SC0,SC0,SC0,SC0,SC0,SC0,SC0,SC0,SC0,SC0,C0,C0,C1,C1,C2,C2,C3,C3,C4,C4,C5,C5,C6,C6,C7,C7,C8,C8,C9,C9
,flow C0,flow C1,flow C2,flow C3,flow C4,flow C5,flow C6,flow C7,flow C8,flow C9,flow SC0,foodwaste,input flow,flow 1,flow 2,flow 3,flow 4,flow 5,flow 6,flow 7,flow 8,flow 9,flow 10,foodwaste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste,self consumption,food waste
9,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324,2.375901262398511,1.0317855728795324
10,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808,2.378350072103112,1.0173611895865808
11,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633,2.3805354454369594,1.0046510319843633
12,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958,2.3824233748408226,0.993780171781958
13,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536,2.384004031457549,0.9847491663314536
14,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475,2.3852888759571647,0.9774519784173475
15,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018,2.3863066143069527,0.9716979889494018
16,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617,2.3870980884638975,0.9672386461795617
17,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585,2.3877101327134147,0.9637994264033585
18,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792,2.3881884081794973,0.9611175892430792
19,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,3.3410058671856486,0.0,2.0899413281435106,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959,2.388569282846405,0.9589856163819959
